SMILES,T(k),P(Mpa),x1,y1,ESP_max_pos,ESP_max_neg,r_peak,g_peak,SDF_folder,solvent_type
CCO,308.15,3.595,0.2278,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,1.2976,0.0822,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,3.8316,0.2428,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,1.5052,0.0954,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,4.1124,0.2606,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,1.8431,0.1168,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,4.4397,0.2813,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,2.0235,0.1282,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,4.7962,0.3039,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,2.3414,0.1484,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,5.0811,0.322,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,0.2392,0.013,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,2.9986,0.1625,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,0.4365,0.0237,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,3.2274,0.1749,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,0.7944,0.043,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,3.4343,0.1861,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,1.0981,0.0595,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,3.7329,0.2023,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,1.4273,0.0773,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,4.2536,0.2305,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,1.757,0.0952,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,4.5378,0.2459,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,1.9656,0.1065,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,4.7992,0.26,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,2.1961,0.119,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,5.0011,0.271,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,2.4453,0.1325,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,5.4649,0.2961,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,2.7528,0.1492,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,318.15,5.7168,0.3098,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCOC(=O)C,243.15,0.301,0.2845,0.99607,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,243.15,0.511,0.4521,0.99903,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,243.15,0.603,0.5207,0.99926,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,243.15,0.701,0.5844,0.99943,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,243.15,0.8,0.6555,0.99961,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,243.15,0.999,0.7789,0.99979,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,253.15,0.401,0.2811,0.99745,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,253.15,0.599,0.4023,0.99842,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,253.15,0.8,0.5116,0.99911,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,253.15,1.001,0.6125,0.9994,18.36,-48.54,5.5,1.08,NaN,ester
CCOC(=O)C,253.15,1.302,0.7476,0.99967,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,253.15,1.601,0.8683,0.99984,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,263.15,0.501,0.2763,0.99571,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,263.15,0.802,0.4154,0.99763,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,263.15,1.101,0.5321,0.99814,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,263.15,1.399,0.6344,0.99907,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,263.15,1.702,0.7387,0.99938,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,263.15,1.996,0.8291,0.99957,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C,263.15,2.293,0.9132,0.9998,18.36,-48.54,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,1.48,0.2222,0.9998,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,2.858,0.4109,0.9998,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,3.548,0.4971,0.9998,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,4.237,0.5887,0.9998,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,4.793,0.6495,0.9997,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,5.581,0.7346,0.9996,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,6.34,0.8355,0.9995,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,308.15,7.029,0.8751,0.9985,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,1.494,0.1966,0.9997,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,2.859,0.3522,0.9997,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,3.617,0.4433,0.9997,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,4.237,0.5043,0.9997,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,4.926,0.5657,0.9995,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,5.685,0.6382,0.9994,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,6.257,0.6743,0.9993,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,6.953,0.7522,0.9989,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,7.753,0.8189,0.9982,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,318.15,8.407,0.8762,0.998,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,1.549,0.1828,0.9996,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,2.859,0.3092,0.9996,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,3.582,0.3754,0.9994,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,4.306,0.4469,0.9994,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,4.995,0.5156,0.9994,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,5.616,0.5564,0.9991,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,7.029,0.678,0.9989,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,8.028,0.7363,0.9982,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,8.704,0.7779,0.9973,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,9.359,0.8208,0.9957,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C(=O)OCC,328.15,10.096,0.8792,0.9934,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,1.618,0.1674,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,2.859,0.2877,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,3.532,0.3481,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,4.307,0.4212,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,4.91,0.471,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,5.669,0.5341,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,6.307,0.5647,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,6.996,0.6406,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,308.15,7.806,0.7077,0.9996,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,1.567,0.1409,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,2.894,0.2501,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,4.307,0.3659,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,4.928,0.4077,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,5.652,0.4659,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,6.427,0.5161,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,7.134,0.5629,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,8.582,0.64,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,9.599,0.6766,0.999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,318.15,11.529,0.7338,0.9926,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,1.6,0.1332,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,2.859,0.2259,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,4.238,0.3181,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,5.617,0.4097,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,7.031,0.4973,0.9995,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,8.272,0.5611,0.9994,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,10.099,0.6375,0.9993,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,11.098,0.6722,0.999,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)C1=CC=CC=C1C(=O)OCC,328.15,12.564,0.7134,0.9978,NaN,NaN,NaN,NaN,NaN,aromatic
CCOC(=O)CC,243.15,0.305,0.2813,0.99869,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,243.15,0.504,0.4177,0.99846,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,243.15,0.603,0.4914,0.99893,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,243.15,0.701,0.5728,0.99916,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,243.15,0.798,0.6236,0.99955,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,243.15,1.008,0.7688,0.99984,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,253.15,0.397,0.2719,0.99875,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,253.15,0.601,0.3847,0.99952,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,253.15,0.8,0.4889,0.99966,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,253.15,1.002,0.5893,0.99976,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,253.15,1.307,0.7556,0.99987,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,253.15,1.601,0.8793,0.9999,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,263.15,0.502,0.2471,0.99796,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,263.15,0.803,0.3854,0.99921,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,263.15,1.107,0.5113,0.99947,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,263.15,1.403,0.6218,0.99963,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,263.15,1.701,0.7294,0.99974,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,263.15,2.005,0.8231,0.99983,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CC,263.15,2.301,0.9052,0.99991,14.05,-36.29,NaN,NaN,NaN,ester
CCOC(=O)CCC,243.15,0.298,0.2539,0.99984,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,243.15,0.501,0.4073,0.99991,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,243.15,0.603,0.4831,0.99993,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,243.15,0.701,0.5572,0.99994,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,243.15,0.805,0.6258,0.99995,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,243.15,1.003,0.7484,0.99998,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,253.15,0.403,0.2629,0.99946,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,253.15,0.599,0.3607,0.99962,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,253.15,0.801,0.4679,0.99973,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,253.15,0.998,0.5622,0.99979,12.91,-36.64,5.8,0.92,NaN,ester
CCOC(=O)CCC,253.15,1.303,0.7181,0.99989,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,253.15,1.601,0.8701,0.99997,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,263.15,0.502,0.2426,0.99951,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,263.15,0.798,0.3732,0.99971,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,263.15,1.104,0.4978,0.9998,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,263.15,1.398,0.6102,0.99985,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,263.15,1.707,0.7211,0.99989,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,263.15,2.003,0.8183,0.99992,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)CCC,263.15,2.311,0.9121,0.99996,12.91,-36.64,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,4.72,0.5,0.9947,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,5.06,0.53,0.9948,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,5.5,0.585,0.995,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,5.8,0.625,0.9955,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,6.07,0.682,0.9958,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,6.5,0.73,0.9968,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,6.75,0.8,0.9973,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,6.94,0.84,0.9968,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,308.45,7.14,0.892,0.9961,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,4.5,0.45,0.995,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,5.12,0.505,0.9961,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,5.46,0.545,0.9969,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,6.13,0.61,0.9978,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,6.66,0.685,0.9983,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,7.08,0.745,0.9977,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,7.42,0.781,0.9975,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,7.5,0.795,0.9965,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,313.45,7.69,0.84,0.996,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,4.3,0.4,0.9933,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,5,0.46,0.9935,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,5.21,0.475,0.9947,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,5.73,0.523,0.9951,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,6.13,0.565,0.9963,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,6.85,0.619,0.9975,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,7.2,0.66,0.9977,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,7.5,0.701,0.997,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,7.8,0.75,0.996,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,318.55,8.2,0.78,0.994,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,0.715,0.1194,0.9743,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,1.902,0.2961,0.9894,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,2.66,0.3903,0.9923,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,3.351,0.4706,0.9941,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,4.441,0.5835,0.9949,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,6.079,0.737,0.9953,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,7.365,0.846,0.9945,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,320.32,8.411,0.9426,0.9906,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,0.746,0.1095,0.9689,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,1.715,0.2367,0.9854,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,2.434,0.3204,0.9906,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,3.458,0.4301,0.9922,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,4.61,0.5374,0.993,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,6.069,0.6554,0.9936,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,7.175,0.7438,0.9932,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,330.33,8.33,0.8227,0.9916,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,1.183,0.149,0.9762,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,2.147,0.2566,0.9848,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,3.228,0.3625,0.9885,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,4.058,0.4357,0.99,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,5.557,0.5587,0.991,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,6.747,0.6439,0.991,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,7.761,0.7138,0.9903,NaN,NaN,NaN,NaN,NaN,ester
CCOC(=O)OCC,340.29,9.008,0.796,0.9878,NaN,NaN,NaN,NaN,NaN,ester
CCOC=O,243.15,0.301,0.3283,0.99436,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,243.15,0.503,0.4916,0.99641,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,243.15,0.601,0.5621,0.99769,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,243.15,0.705,0.6254,0.99847,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,243.15,0.8,0.6835,0.99908,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,243.15,0.998,0.7889,0.99942,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,253.15,0.401,0.3229,0.3229,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,253.15,0.598,0.4489,0.4489,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,253.15,0.809,0.5423,0.5423,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,253.15,0.999,0.6257,0.6257,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,253.15,1.303,0.7776,0.7776,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,253.15,1.596,0.8817,0.8817,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,263.15,0.502,0.3011,0.99037,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,263.15,0.8,0.4423,0.99458,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,263.15,1.105,0.5609,0.99664,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,263.15,1.403,0.6617,0.99782,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,263.15,1.701,0.7516,0.99861,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,263.15,2.002,0.8355,0.99918,31.28,-52.17,NaN,NaN,NaN,ester
CCOC=O,263.15,2.301,0.9148,0.99961,31.28,-52.17,NaN,NaN,NaN,ester
CCOCC,298.15,0.701676,0.119,0.8878,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,1.257545,0.2201,0.9354,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,1.747147,0.3068,0.9564,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,2.066827,0.3602,0.9613,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,3.004489,0.5086,0.9709,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,3.949142,0.6478,0.9776,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,4.528214,0.7338,0.9783,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,5.350061,0.8449,0.986,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,298.15,5.706624,0.9002,0.9899,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,1.289969,0.1802,0.8837,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,1.791831,0.2508,0.9177,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,3.370981,0.4637,0.9404,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,3.874364,0.5419,0.9505,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,4.887918,0.6653,0.9556,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,5.191285,0.7043,0.9601,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,5.826289,0.7748,0.9667,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,6.54752,0.8398,0.9645,NaN,NaN,NaN,NaN,NaN,ether
CCOCC,313.15,7.22275,0.9003,0.9662,NaN,NaN,NaN,NaN,NaN,ether
CCOCCO,288.15,0.1012,0.0169,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,1.9433,0.3247,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,0.3948,0.066,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,2.3016,0.3846,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,0.7818,0.1306,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,2.7678,0.4625,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,1.0927,0.1826,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,3.1119,0.52,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,1.5531,0.2595,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,288.15,3.5905,0.5999,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,0.3375,0.0403,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,2.4451,0.2919,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,0.8987,0.1073,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,2.7269,0.3255,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,1.3522,0.1614,0.0014,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,3.1065,0.3708,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,1.8018,0.2151,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,3.5484,0.4236,0.0004,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,2.1903,0.2615,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,298.15,3.9798,0.4751,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,0.2671,0.0253,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,2.9203,0.2772,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,0.5349,0.0508,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,3.3734,0.3202,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCOCCO,308.15,0.928,0.0881,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
